"figure","country","year","predicted_stage","indicator","value"
"ED 3","Hong Kong",1987,"Stage 1","ahdi_int",0.413606261290301
"ED 3","Hong Kong",1988,"Stage 1","ahdi_int",0.42256480061761
"ED 3","Hong Kong",1989,"Stage 1","ahdi_int",0.43152333994492
"ED 3","Hong Kong",1990,"Stage 1","ahdi_int",0.440481879272229
"ED 3","Hong Kong",1991,"Stage 1","ahdi_int",0.449445460137822
"ED 3","Hong Kong",1992,"Stage 1","ahdi_int",0.458409041003415
"ED 3","Hong Kong",1993,"Stage 1","ahdi_int",0.467372621869007
"ED 3","Hong Kong",1994,"Stage 1","ahdi_int",0.4763362027346
"ED 3","Hong Kong",1995,"Stage 1","ahdi_int",0.485299783600193
"ED 3","Hong Kong",1996,"Stage 1","ahdi_int",0.489118332594451
"ED 3","Hong Kong",1997,"Stage 1","ahdi_int",0.492936881588709
"ED 3","Hong Kong",1998,"Stage 1","ahdi_int",0.496755430582968
"ED 3","Hong Kong",1999,"Stage 1","ahdi_int",0.500573979577226
"ED 3","Hong Kong",2000,"Stage 1","ahdi_int",0.504392528571484
"ED 3","Hong Kong",2001,"Stage 1","ahdi_int",0.517017434080758
"ED 3","Hong Kong",2002,"Stage 1","ahdi_int",0.529642339590032
"ED 3","Hong Kong",2003,"Stage 1","ahdi_int",0.542267245099307
"ED 3","Hong Kong",2004,"Stage 1","ahdi_int",0.554892150608581
"ED 3","Hong Kong",2005,"Stage 1","ahdi_int",0.567517056117855
"ED 3","Hong Kong",2006,"Stage 1","ahdi_int",0.573852112594976
"ED 3","Hong Kong",2007,"Stage 1","ahdi_int",0.580187169072098
"ED 3","Hong Kong",2008,"Stage 1","ahdi_int",0.586522225549219
"ED 3","Hong Kong",2009,"Stage 1","ahdi_int",0.592857282026341
"ED 3","Hong Kong",2010,"Stage 2","ahdi_int",0.599192338503462
"ED 3","Hong Kong",2011,"Stage 2","ahdi_int",0.604297142946527
"ED 3","Hong Kong",2012,"Stage 2","ahdi_int",0.609401947389592
"ED 3","Hong Kong",2013,"Stage 2","ahdi_int",0.614506751832657
"ED 3","Hong Kong",2014,"Stage 2","ahdi_int",0.619611556275722
"ED 3","Hong Kong",2015,"Stage 2","ahdi_int",0.624716360718787
"ED 3","Hong Kong",2016,"Stage 2","ahdi_int",0.623444935377079
"ED 3","Hong Kong",2017,"Stage 2","ahdi_int",0.62217351003537
"ED 3","Hong Kong",2018,"Stage 2","ahdi_int",0.620902084693662
"ED 3","Hong Kong",2019,"Stage 2","ahdi_int",0.619630659351953
"ED 3","Hungary",1970,"Stage 2","ahdi_int",0.275788249702107
"ED 3","Hungary",1971,"Stage 2","ahdi_int",0.277882955775601
"ED 3","Hungary",1972,"Stage 2","ahdi_int",0.279977661849094
"ED 3","Hungary",1973,"Stage 2","ahdi_int",0.282072367922588
"ED 3","Hungary",1974,"Stage 2","ahdi_int",0.284167073996081
"ED 3","Hungary",1975,"Stage 2","ahdi_int",0.286261780069575
"ED 3","Hungary",1976,"Stage 2","ahdi_int",0.28825050081106
"ED 3","Hungary",1977,"Stage 2","ahdi_int",0.290239221552544
"ED 3","Hungary",1978,"Stage 2","ahdi_int",0.292227942294029
"ED 3","Hungary",1979,"Stage 2","ahdi_int",0.294216663035513
"ED 3","Hungary",1980,"Stage 2","ahdi_int",0.296205383776998
"ED 3","Hungary",1981,"Stage 2","ahdi_int",0.298273278817685
"ED 3","Hungary",1982,"Stage 2","ahdi_int",0.300341173858372
"ED 3","Hungary",1983,"Stage 2","ahdi_int",0.30240906889906
"ED 3","Hungary",1984,"Stage 2","ahdi_int",0.304476963939747
"ED 3","Hungary",1985,"Stage 2","ahdi_int",0.306544858980434
"ED 3","Hungary",1986,"Stage 2","ahdi_int",0.345455024772749
"ED 3","Hungary",1987,"Stage 2","ahdi_int",0.384365190565064
"ED 3","Hungary",1988,"Stage 2","ahdi_int",0.423275356357378
"ED 3","Hungary",1989,"Stage 2","ahdi_int",0.462185522149693
"ED 3","Hungary",1990,"Stage 3","ahdi_int",0.501095687942008
"ED 3","Hungary",1991,"Stage 3","ahdi_int",0.505190548737778
"ED 3","Hungary",1992,"Stage 3","ahdi_int",0.509285409533548
"ED 3","Hungary",1993,"Stage 3","ahdi_int",0.513380270329317
"ED 3","Hungary",1994,"Stage 3","ahdi_int",0.517475131125087
"ED 3","Hungary",1995,"Stage 3","ahdi_int",0.521569991920857
"ED 3","Hungary",1996,"Stage 3","ahdi_int",0.52752860079502
"ED 3","Hungary",1997,"Stage 3","ahdi_int",0.533487209669182
"ED 3","Hungary",1998,"Stage 3","ahdi_int",0.539445818543345
"ED 3","Hungary",1999,"Stage 3","ahdi_int",0.545404427417507
"ED 3","Hungary",2000,"Stage 3","ahdi_int",0.55136303629167
"ED 3","Hungary",2001,"Stage 3","ahdi_int",0.555543853150152
"ED 3","Hungary",2002,"Stage 3","ahdi_int",0.559724670008634
"ED 3","Hungary",2003,"Stage 3","ahdi_int",0.563905486867115
"ED 3","Hungary",2004,"Stage 3","ahdi_int",0.568086303725597
"ED 3","Hungary",2005,"Stage 3","ahdi_int",0.572267120584079
"ED 3","Hungary",2006,"Stage 3","ahdi_int",0.572471775558174
"ED 3","Hungary",2007,"Stage 3","ahdi_int",0.572676430532269
"ED 3","Hungary",2008,"Stage 3","ahdi_int",0.572881085506363
"ED 3","Hungary",2009,"Stage 3","ahdi_int",0.573085740480458
"ED 3","Hungary",2010,"Stage 3","ahdi_int",0.573290395454553
"ED 3","Hungary",2011,"Stage 3","ahdi_int",0.570818563012692
"ED 3","Hungary",2012,"Stage 3","ahdi_int",0.568346730570832
"ED 3","Hungary",2013,"Stage 3","ahdi_int",0.565874898128971
"ED 3","Hungary",2014,"Stage 3","ahdi_int",0.56340306568711
"ED 3","Hungary",2015,"Stage 3","ahdi_int",0.56093123324525
"ED 3","Hungary",2016,"Stage 3","ahdi_int",0.555173348110555
"ED 3","Hungary",2017,"Stage 3","ahdi_int",0.54941546297586
"ED 3","Hungary",2018,"Stage 3","ahdi_int",0.543657577841164
"ED 3","Hungary",2019,"Stage 3","ahdi_int",0.537899692706469
"ED 3","Iceland",1950,"Stage 2","ahdi_int",0.395193357876148
"ED 3","Iceland",1951,"Stage 2","ahdi_int",0.400475941804932
"ED 3","Iceland",1952,"Stage 2","ahdi_int",0.405758525733715
"ED 3","Iceland",1953,"Stage 2","ahdi_int",0.411041109662499
"ED 3","Iceland",1954,"Stage 2","ahdi_int",0.416323693591282
"ED 3","Iceland",1955,"Stage 2","ahdi_int",0.421606277520066
"ED 3","Iceland",1956,"Stage 2","ahdi_int",0.425378418144201
"ED 3","Iceland",1957,"Stage 2","ahdi_int",0.429150558768336
"ED 3","Iceland",1958,"Stage 2","ahdi_int",0.432922699392472
"ED 3","Iceland",1959,"Stage 2","ahdi_int",0.436694840016607
"ED 3","Iceland",1960,"Stage 2","ahdi_int",0.440466980640742
"ED 3","Iceland",1961,"Stage 2","ahdi_int",0.444053042523493
"ED 3","Iceland",1962,"Stage 2","ahdi_int",0.447639104406244
"ED 3","Iceland",1963,"Stage 2","ahdi_int",0.451225166288995
"ED 3","Iceland",1964,"Stage 2","ahdi_int",0.454811228171746
"ED 3","Iceland",1965,"Stage 2","ahdi_int",0.458397290054497
"ED 3","Iceland",1966,"Stage 2","ahdi_int",0.461791060808284
"ED 3","Iceland",1967,"Stage 2","ahdi_int",0.465184831562071
"ED 3","Iceland",1968,"Stage 2","ahdi_int",0.468578602315859
"ED 3","Iceland",1969,"Stage 2","ahdi_int",0.471972373069646
"ED 3","Iceland",1970,"Stage 2","ahdi_int",0.475366143823433
"ED 3","Iceland",1971,"Stage 2","ahdi_int",0.481938548615344
"ED 3","Iceland",1972,"Stage 2","ahdi_int",0.488510953407254
"ED 3","Iceland",1973,"Stage 2","ahdi_int",0.495083358199165
"ED 3","Iceland",1974,"Stage 2","ahdi_int",0.501655762991075
"ED 3","Iceland",1975,"Stage 2","ahdi_int",0.508228167782986
"ED 3","Iceland",1976,"Stage 2","ahdi_int",0.515388120203294
"ED 3","Iceland",1977,"Stage 2","ahdi_int",0.522548072623602
"ED 3","Iceland",1978,"Stage 2","ahdi_int",0.529708025043911
"ED 3","Iceland",1979,"Stage 2","ahdi_int",0.536867977464219
"ED 3","Iceland",1980,"Stage 3","ahdi_int",0.544027929884527
"ED 3","Iceland",1981,"Stage 3","ahdi_int",0.549301298543432
"ED 3","Iceland",1982,"Stage 3","ahdi_int",0.554574667202337
"ED 3","Iceland",1983,"Stage 3","ahdi_int",0.559848035861243
"ED 3","Iceland",1984,"Stage 3","ahdi_int",0.565121404520148
"ED 3","Iceland",1985,"Stage 3","ahdi_int",0.570394773179053
"ED 3","Iceland",1986,"Stage 3","ahdi_int",0.57666300603068
"ED 3","Iceland",1987,"Stage 3","ahdi_int",0.582931238882308
"ED 3","Iceland",1988,"Stage 3","ahdi_int",0.589199471733936
"ED 3","Iceland",1989,"Stage 3","ahdi_int",0.595467704585563
"ED 3","Iceland",1990,"Stage 3","ahdi_int",0.601735937437191
"ED 3","Iceland",1991,"Stage 3","ahdi_int",0.605537841990625
"ED 3","Iceland",1992,"Stage 3","ahdi_int",0.60933974654406
"ED 3","Iceland",1993,"Stage 3","ahdi_int",0.613141651097494
"ED 3","Iceland",1994,"Stage 3","ahdi_int",0.616943555650929
"ED 3","Iceland",1995,"Stage 3","ahdi_int",0.620745460204363
"ED 3","Iceland",1996,"Stage 3","ahdi_int",0.628847085316036
"ED 3","Iceland",1997,"Stage 3","ahdi_int",0.636948710427709
"ED 3","Iceland",1998,"Stage 3","ahdi_int",0.645050335539381
"ED 3","Iceland",1999,"Stage 3","ahdi_int",0.653151960651054
"ED 3","Iceland",2000,"Stage 3","ahdi_int",0.661253585762727
"ED 3","Iceland",2001,"Stage 3","ahdi_int",0.669695069272094
"ED 3","Iceland",2002,"Stage 3","ahdi_int",0.678136552781462
"ED 3","Iceland",2003,"Stage 3","ahdi_int",0.686578036290829
"ED 3","Iceland",2004,"Stage 3","ahdi_int",0.695019519800197
"ED 3","Iceland",2005,"Stage 3","ahdi_int",0.703461003309564
"ED 3","Iceland",2006,"Stage 3","ahdi_int",0.706895553035128
"ED 3","Iceland",2007,"Stage 3","ahdi_int",0.710330102760692
"ED 3","Iceland",2008,"Stage 3","ahdi_int",0.713764652486255
"ED 3","Iceland",2009,"Stage 3","ahdi_int",0.717199202211819
"ED 3","Iceland",2010,"Stage 3","ahdi_int",0.720633751937383
"ED 3","Iceland",2011,"Stage 3","ahdi_int",0.729087770734015
"ED 3","Iceland",2012,"Stage 3","ahdi_int",0.737541789530648
"ED 3","Iceland",2013,"Stage 3","ahdi_int",0.74599580832728
"ED 3","Iceland",2014,"Stage 3","ahdi_int",0.754449827123913
"ED 3","Iceland",2015,"Stage 3","ahdi_int",0.762903845920545
"ED 3","Iceland",2016,"Stage 3","ahdi_int",0.779317442293433
"ED 3","Iceland",2017,"Stage 3","ahdi_int",0.795731038666321
"ED 3","Iceland",2018,"Stage 3","ahdi_int",0.81214463503921
"ED 3","Iceland",2019,"Stage 3","ahdi_int",0.828558231412098
"ED 3","India",1980,"Stage 2","ahdi_int",0.225799471947229
"ED 3","India",1981,"Stage 2","ahdi_int",0.229017896119079
"ED 3","India",1982,"Stage 2","ahdi_int",0.23223632029093
"ED 3","India",1983,"Stage 2","ahdi_int",0.23545474446278
"ED 3","India",1984,"Stage 2","ahdi_int",0.238673168634631
"ED 3","India",1985,"Stage 2","ahdi_int",0.241891592806481
"ED 3","India",1986,"Stage 2","ahdi_int",0.245861689555132
"ED 3","India",1987,"Stage 2","ahdi_int",0.249831786303783
"ED 3","India",1988,"Stage 2","ahdi_int",0.253801883052434
"ED 3","India",1989,"Stage 2","ahdi_int",0.257771979801085
"ED 3","India",2010,"Stage 2","ahdi_int",0.346809712813034
"ED 3","India",2011,"Stage 2","ahdi_int",0.351915369423984
"ED 3","India",2012,"Stage 2","ahdi_int",0.357021026034934
"ED 3","India",2013,"Stage 2","ahdi_int",0.362126682645884
"ED 3","India",2014,"Stage 2","ahdi_int",0.367232339256834
"ED 3","India",2015,"Stage 2","ahdi_int",0.372337995867784
"ED 3","India",2016,"Stage 2","ahdi_int",0.368577281644399
"ED 3","India",2017,"Stage 2","ahdi_int",0.364816567421014
"ED 3","India",2018,"Stage 2","ahdi_int",0.361055853197628
"ED 3","India",2019,"Stage 2","ahdi_int",0.357295138974243
"ED 3","Indonesia",2010,"Stage 2","ahdi_int",0.413518908080963
"ED 3","Indonesia",2011,"Stage 2","ahdi_int",0.416125574679065
"ED 3","Indonesia",2012,"Stage 2","ahdi_int",0.418732241277167
"ED 3","Indonesia",2013,"Stage 2","ahdi_int",0.421338907875268
"ED 3","Indonesia",2014,"Stage 2","ahdi_int",0.42394557447337
"ED 3","Indonesia",2015,"Stage 2","ahdi_int",0.426552241071472
"ED 3","Indonesia",2016,"Stage 2","ahdi_int",0.425634397972541
"ED 3","Indonesia",2017,"Stage 2","ahdi_int",0.42471655487361
"ED 3","Indonesia",2018,"Stage 2","ahdi_int",0.423798711774679
"ED 3","Indonesia",2019,"Stage 2","ahdi_int",0.422880868675748
"ED 3","Iran",2000,"Stage 2","ahdi_int",0.278561552684656
"ED 3","Iran",2001,"Stage 2","ahdi_int",0.28233025018511
"ED 3","Iran",2002,"Stage 2","ahdi_int",0.286098947685565
"ED 3","Iran",2003,"Stage 2","ahdi_int",0.289867645186019
"ED 3","Iran",2004,"Stage 2","ahdi_int",0.293636342686474
"ED 3","Iran",2005,"Stage 2","ahdi_int",0.297405040186928
"ED 3","Iran",2006,"Stage 2","ahdi_int",0.300719045570087
"ED 3","Iran",2007,"Stage 2","ahdi_int",0.304033050953246
"ED 3","Iran",2008,"Stage 2","ahdi_int",0.307347056336404
"ED 3","Iran",2009,"Stage 2","ahdi_int",0.310661061719563
"ED 3","Iran",2010,"Stage 2","ahdi_int",0.313975067102722
"ED 3","Iran",2011,"Stage 2","ahdi_int",0.320952507668799
"ED 3","Iran",2012,"Stage 2","ahdi_int",0.327929948234875
"ED 3","Iran",2013,"Stage 2","ahdi_int",0.334907388800952
"ED 3","Iran",2014,"Stage 2","ahdi_int",0.341884829367028
"ED 3","Iran",2015,"Stage 2","ahdi_int",0.348862269933105
"ED 3","Iran",2016,"Stage 2","ahdi_int",0.353477286279649
"ED 3","Iran",2017,"Stage 2","ahdi_int",0.358092302626192
"ED 3","Iran",2018,"Stage 2","ahdi_int",0.362707318972736
"ED 3","Iran",2019,"Stage 2","ahdi_int",0.367322335319279
"ED 3","Ireland",1990,"Stage 3","ahdi_int",0.559651265894824
"ED 3","Ireland",1991,"Stage 3","ahdi_int",0.564111445721142
"ED 3","Ireland",1992,"Stage 3","ahdi_int",0.56857162554746
"ED 3","Ireland",1993,"Stage 3","ahdi_int",0.573031805373777
"ED 3","Ireland",1994,"Stage 3","ahdi_int",0.577491985200095
"ED 3","Ireland",1995,"Stage 3","ahdi_int",0.581952165026413
"ED 3","Ireland",1996,"Stage 3","ahdi_int",0.588677429147218
"ED 3","Ireland",1997,"Stage 3","ahdi_int",0.595402693268023
"ED 3","Ireland",1998,"Stage 3","ahdi_int",0.602127957388828
"ED 3","Ireland",1999,"Stage 3","ahdi_int",0.608853221509633
"ED 3","Ireland",2010,"Stage 3","ahdi_int",0.680559820270136
"ED 3","Ireland",2011,"Stage 3","ahdi_int",0.695738538879378
"ED 3","Ireland",2012,"Stage 3","ahdi_int",0.710917257488621
"ED 3","Ireland",2013,"Stage 3","ahdi_int",0.726095976097863
"ED 3","Ireland",2014,"Stage 3","ahdi_int",0.741274694707106
"ED 3","Ireland",2015,"Stage 3","ahdi_int",0.756453413316348
"ED 3","Ireland",2016,"Stage 3","ahdi_int",0.756245311353272
"ED 3","Ireland",2017,"Stage 3","ahdi_int",0.756037209390196
"ED 3","Ireland",2018,"Stage 3","ahdi_int",0.75582910742712
"ED 3","Ireland",2019,"Stage 3","ahdi_int",0.755621005464044
"ED 3","Israel",1960,"Stage 2","ahdi_int",0.413544361986524
"ED 3","Israel",1961,"Stage 2","ahdi_int",0.418070859024874
"ED 3","Israel",1962,"Stage 2","ahdi_int",0.422597356063224
"ED 3","Israel",1963,"Stage 2","ahdi_int",0.427123853101574
"ED 3","Israel",1964,"Stage 2","ahdi_int",0.431650350139924
"ED 3","Israel",1965,"Stage 2","ahdi_int",0.436176847178274
"ED 3","Israel",1966,"Stage 2","ahdi_int",0.442297233129811
"ED 3","Israel",1967,"Stage 2","ahdi_int",0.448417619081349
"ED 3","Israel",1968,"Stage 2","ahdi_int",0.454538005032886
"ED 3","Israel",1969,"Stage 2","ahdi_int",0.460658390984424
"ED 3","Israel",1970,"Stage 2","ahdi_int",0.466778776935961
"ED 3","Israel",1971,"Stage 2","ahdi_int",0.473722231108369
"ED 3","Israel",1972,"Stage 2","ahdi_int",0.480665685280777
"ED 3","Israel",1973,"Stage 2","ahdi_int",0.487609139453186
"ED 3","Israel",1974,"Stage 2","ahdi_int",0.494552593625594
"ED 3","Israel",1975,"Stage 2","ahdi_int",0.501496047798002
"ED 3","Israel",1976,"Stage 2","ahdi_int",0.507550369804807
"ED 3","Israel",1977,"Stage 2","ahdi_int",0.513604691811611
"ED 3","Israel",1978,"Stage 2","ahdi_int",0.519659013818416
"ED 3","Israel",1979,"Stage 2","ahdi_int",0.52571333582522
"ED 3","Israel",1980,"Stage 2","ahdi_int",0.531767657832025
"ED 3","Israel",1981,"Stage 2","ahdi_int",0.534983975601173
"ED 3","Israel",1982,"Stage 2","ahdi_int",0.538200293370321
"ED 3","Israel",1983,"Stage 2","ahdi_int",0.541416611139469
"ED 3","Israel",1984,"Stage 2","ahdi_int",0.544632928908617
"ED 3","Israel",1985,"Stage 2","ahdi_int",0.547849246677765
"ED 3","Israel",1986,"Stage 2","ahdi_int",0.553571294584705
"ED 3","Israel",1987,"Stage 2","ahdi_int",0.559293342491645
"ED 3","Israel",1988,"Stage 2","ahdi_int",0.565015390398585
"ED 3","Israel",1989,"Stage 2","ahdi_int",0.570737438305525
"ED 3","Israel",1990,"Stage 2","ahdi_int",0.576459486212465
"ED 3","Israel",1991,"Stage 2","ahdi_int",0.579769943591398
"ED 3","Israel",1992,"Stage 2","ahdi_int",0.583080400970332
"ED 3","Israel",1993,"Stage 2","ahdi_int",0.586390858349265
"ED 3","Israel",1994,"Stage 2","ahdi_int",0.589701315728199
"ED 3","Israel",1995,"Stage 2","ahdi_int",0.593011773107132
"ED 3","Israel",1996,"Stage 2","ahdi_int",0.59775859008902
"ED 3","Israel",1997,"Stage 2","ahdi_int",0.602505407070908
"ED 3","Israel",1998,"Stage 2","ahdi_int",0.607252224052795
"ED 3","Israel",1999,"Stage 2","ahdi_int",0.611999041034683
"ED 3","Israel",2000,"Stage 3","ahdi_int",0.616745858016571
"ED 3","Israel",2001,"Stage 3","ahdi_int",0.621514130594008
"ED 3","Israel",2002,"Stage 3","ahdi_int",0.626282403171444
"ED 3","Israel",2003,"Stage 3","ahdi_int",0.631050675748881
"ED 3","Israel",2004,"Stage 3","ahdi_int",0.635818948326317
"ED 3","Israel",2005,"Stage 3","ahdi_int",0.640587220903754
"ED 3","Israel",2006,"Stage 3","ahdi_int",0.652294553621312
"ED 3","Israel",2007,"Stage 3","ahdi_int",0.66400188633887
"ED 3","Israel",2008,"Stage 3","ahdi_int",0.675709219056428
"ED 3","Israel",2009,"Stage 3","ahdi_int",0.687416551773986
"ED 3","Israel",2010,"Stage 3","ahdi_int",0.699123884491544
"ED 3","Israel",2011,"Stage 3","ahdi_int",0.706536779481993
"ED 3","Israel",2012,"Stage 3","ahdi_int",0.713949674472442
"ED 3","Israel",2013,"Stage 3","ahdi_int",0.721362569462892
"ED 3","Israel",2014,"Stage 3","ahdi_int",0.728775464453341
"ED 3","Israel",2015,"Stage 3","ahdi_int",0.73618835944379
"ED 3","Israel",2016,"Stage 3","ahdi_int",0.743594067125777
"ED 3","Israel",2017,"Stage 3","ahdi_int",0.750999774807764
"ED 3","Israel",2018,"Stage 3","ahdi_int",0.758405482489752
"ED 3","Israel",2019,"Stage 3","ahdi_int",0.765811190171739
"ED 3","Italy",1970,"Stage 2","ahdi_int",0.444238819278925
"ED 3","Italy",1971,"Stage 2","ahdi_int",0.449290745356405
"ED 3","Italy",1972,"Stage 2","ahdi_int",0.454342671433885
"ED 3","Italy",1973,"Stage 2","ahdi_int",0.459394597511366
"ED 3","Italy",1974,"Stage 2","ahdi_int",0.464446523588846
"ED 3","Italy",1975,"Stage 2","ahdi_int",0.469498449666326
"ED 3","Italy",1976,"Stage 2","ahdi_int",0.476764541027356
"ED 3","Italy",1977,"Stage 2","ahdi_int",0.484030632388387
"ED 3","Italy",1978,"Stage 2","ahdi_int",0.491296723749417
"ED 3","Italy",1979,"Stage 2","ahdi_int",0.498562815110448
"ED 3","Italy",1980,"Stage 2","ahdi_int",0.505828906471478
"ED 3","Italy",1981,"Stage 2","ahdi_int",0.512040986151178
"ED 3","Italy",1982,"Stage 2","ahdi_int",0.518253065830879
"ED 3","Italy",1983,"Stage 2","ahdi_int",0.524465145510579
"ED 3","Italy",1984,"Stage 2","ahdi_int",0.53067722519028
"ED 3","Italy",1985,"Stage 2","ahdi_int",0.53688930486998
"ED 3","Italy",1986,"Stage 2","ahdi_int",0.54362756306982
"ED 3","Italy",1987,"Stage 2","ahdi_int",0.55036582126966
"ED 3","Italy",1988,"Stage 2","ahdi_int",0.557104079469501
"ED 3","Italy",1989,"Stage 2","ahdi_int",0.563842337669341
"ED 3","Italy",1990,"Stage 2","ahdi_int",0.570580595869181
"ED 3","Italy",1991,"Stage 2","ahdi_int",0.576677793117384
"ED 3","Italy",1992,"Stage 2","ahdi_int",0.582774990365587
"ED 3","Italy",1993,"Stage 2","ahdi_int",0.58887218761379
"ED 3","Italy",1994,"Stage 2","ahdi_int",0.594969384861992
"ED 3","Italy",1995,"Stage 2","ahdi_int",0.601066582110195
"ED 3","Italy",1996,"Stage 2","ahdi_int",0.608581115852383
"ED 3","Italy",1997,"Stage 2","ahdi_int",0.616095649594571
"ED 3","Italy",1998,"Stage 2","ahdi_int",0.62361018333676
"ED 3","Italy",1999,"Stage 2","ahdi_int",0.631124717078948
"ED 3","Italy",2000,"Stage 3","ahdi_int",0.638639250821136
"ED 3","Italy",2001,"Stage 3","ahdi_int",0.644284127365597
"ED 3","Italy",2002,"Stage 3","ahdi_int",0.649929003910059
"ED 3","Italy",2003,"Stage 3","ahdi_int",0.65557388045452
"ED 3","Italy",2004,"Stage 3","ahdi_int",0.661218756998982
"ED 3","Italy",2005,"Stage 3","ahdi_int",0.666863633543443
"ED 3","Italy",2006,"Stage 3","ahdi_int",0.67320794957961
"ED 3","Italy",2007,"Stage 3","ahdi_int",0.679552265615777
"ED 3","Italy",2008,"Stage 3","ahdi_int",0.685896581651945
"ED 3","Italy",2009,"Stage 3","ahdi_int",0.692240897688112
"ED 3","Italy",2010,"Stage 3","ahdi_int",0.698585213724279
"ED 3","Italy",2011,"Stage 3","ahdi_int",0.700134825534231
"ED 3","Italy",2012,"Stage 3","ahdi_int",0.701684437344183
"ED 3","Italy",2013,"Stage 3","ahdi_int",0.703234049154134
"ED 3","Italy",2014,"Stage 3","ahdi_int",0.704783660964086
"ED 3","Italy",2015,"Stage 3","ahdi_int",0.706333272774038
"ED 3","Italy",2016,"Stage 3","ahdi_int",0.704011396922405
"ED 3","Italy",2017,"Stage 3","ahdi_int",0.701689521070772
"ED 3","Italy",2018,"Stage 3","ahdi_int",0.699367645219139
"ED 3","Italy",2019,"Stage 3","ahdi_int",0.697045769367506
"ED 3","Japan",1950,"Stage 1","ahdi_int",0.304366185739833
"ED 3","Japan",1951,"Stage 1","ahdi_int",0.326736655162641
"ED 3","Japan",1952,"Stage 1","ahdi_int",0.349107124585449
"ED 3","Japan",1953,"Stage 1","ahdi_int",0.371477594008257
"ED 3","Japan",1954,"Stage 1","ahdi_int",0.393848063431065
"ED 3","Japan",1955,"Stage 1","ahdi_int",0.416218532853873
"ED 3","Japan",1956,"Stage 1","ahdi_int",0.424993741928984
"ED 3","Japan",1957,"Stage 1","ahdi_int",0.433768951004095
"ED 3","Japan",1958,"Stage 1","ahdi_int",0.442544160079207
"ED 3","Japan",1959,"Stage 1","ahdi_int",0.451319369154318
"ED 3","Japan",1960,"Stage 1","ahdi_int",0.460094578229429
"ED 3","Japan",1961,"Stage 1","ahdi_int",0.467007565467822
"ED 3","Japan",1962,"Stage 1","ahdi_int",0.473920552706214
"ED 3","Japan",1963,"Stage 1","ahdi_int",0.480833539944607
"ED 3","Japan",1964,"Stage 1","ahdi_int",0.487746527182999
"ED 3","Japan",1965,"Stage 1","ahdi_int",0.494659514421392
"ED 3","Japan",1966,"Stage 1","ahdi_int",0.505084686390362
"ED 3","Japan",1967,"Stage 1","ahdi_int",0.515509858359331
"ED 3","Japan",1968,"Stage 1","ahdi_int",0.525935030328301
"ED 3","Japan",1969,"Stage 1","ahdi_int",0.53636020229727
"ED 3","Japan",1970,"Stage 1","ahdi_int",0.54678537426624
"ED 3","Japan",1971,"Stage 1","ahdi_int",0.552709319949814
"ED 3","Japan",1972,"Stage 1","ahdi_int",0.558633265633388
"ED 3","Japan",1973,"Stage 1","ahdi_int",0.564557211316963
"ED 3","Japan",1974,"Stage 1","ahdi_int",0.570481157000537
"ED 3","Japan",1975,"Stage 1","ahdi_int",0.576405102684111
"ED 3","Japan",1976,"Stage 1","ahdi_int",0.583431224447621
"ED 3","Japan",1977,"Stage 1","ahdi_int",0.59045734621113
"ED 3","Japan",1978,"Stage 1","ahdi_int",0.59748346797464
"ED 3","Japan",1979,"Stage 1","ahdi_int",0.604509589738149
"ED 3","Japan",1980,"Stage 1","ahdi_int",0.611535711501659
"ED 3","Japan",1981,"Stage 1","ahdi_int",0.619071110483852
"ED 3","Japan",1982,"Stage 1","ahdi_int",0.626606509466044
"ED 3","Japan",1983,"Stage 1","ahdi_int",0.634141908448237
"ED 3","Japan",1984,"Stage 1","ahdi_int",0.641677307430429
"ED 3","Japan",1985,"Stage 1","ahdi_int",0.649212706412622
"ED 3","Japan",1986,"Stage 1","ahdi_int",0.654867546186003
"ED 3","Japan",1987,"Stage 1","ahdi_int",0.660522385959384
"ED 3","Japan",1988,"Stage 1","ahdi_int",0.666177225732764
"ED 3","Japan",1989,"Stage 1","ahdi_int",0.671832065506145
"ED 3","Japan",1990,"Stage 2","ahdi_int",0.677486905279526
"ED 3","Japan",1991,"Stage 2","ahdi_int",0.683919996449148
"ED 3","Japan",1992,"Stage 2","ahdi_int",0.69035308761877
"ED 3","Japan",1993,"Stage 2","ahdi_int",0.696786178788391
"ED 3","Japan",1994,"Stage 2","ahdi_int",0.703219269958013
"ED 3","Japan",1995,"Stage 2","ahdi_int",0.709652361127635
"ED 3","Japan",1996,"Stage 2","ahdi_int",0.716904784660777
"ED 3","Japan",1997,"Stage 2","ahdi_int",0.72415720819392
"ED 3","Japan",1998,"Stage 2","ahdi_int",0.731409631727062
"ED 3","Japan",1999,"Stage 2","ahdi_int",0.738662055260205
"ED 3","Japan",2000,"Stage 2","ahdi_int",0.745914478793347
"ED 3","Japan",2001,"Stage 2","ahdi_int",0.751797716103534
"ED 3","Japan",2002,"Stage 2","ahdi_int",0.757680953413722
"ED 3","Japan",2003,"Stage 2","ahdi_int",0.763564190723909
"ED 3","Japan",2004,"Stage 2","ahdi_int",0.769447428034097
"ED 3","Japan",2005,"Stage 2","ahdi_int",0.775330665344284
"ED 3","Japan",2006,"Stage 2","ahdi_int",0.782361959919354
"ED 3","Japan",2007,"Stage 2","ahdi_int",0.789393254494424
"ED 3","Japan",2008,"Stage 2","ahdi_int",0.796424549069494
"ED 3","Japan",2009,"Stage 2","ahdi_int",0.803455843644564
