country,name,year_data,decade,data_type,CD,UC,IBD,period,indust_status,labelled_stage
Denmark,North Jutland,2019,2010-2019,Prevalence,,,,1990-2019,Early,stage3
Faroe Islands,Faeroe Is.,1965,1960-1969,Incidence,0.819414665,3.823935102,4.643349767,1960-1989,Early,stage2
Faroe Islands,Faeroe Is.,1966,1960-1969,Incidence,,2.14625666,,1960-1989,Early,stage2
Faroe Islands,Faeroe Is.,1970,1970-1979,Incidence,1.216216,6.081081,7.297297,1960-1989,Early,stage2
Faroe Islands,Faeroe Is.,1971,1970-1979,Incidence,,6.587815582,,1960-1989,Early,stage2
Faroe Islands,Faeroe Is.,1974,1970-1979,Incidence,1.94,7.8,9.74,1960-1989,Early,stage2
Faroe Islands,Faeroe Is.,1975,1970-1979,Incidence,0.731261426,8.531383303,9.262644729,1960-1989,Early,stage2
Faroe Islands,Faeroe Is.,1976,1970-1979,Incidence,,8.631644568,,1960-1989,Early,stage2
Faroe Islands,Faeroe Is.,1981,1980-1989,Incidence,,12.80942774,,1960-1989,Early,stage3
Faroe Islands,Faeroe Is.,1983,1980-1989,Prevalence,31.8,157.3,189.1,1960-1989,Early,stage3
Faroe Islands,Faeroe Is.,1985,1980-1989,Incidence,3.611111111,18.33333333,21.94444444,1960-1989,Early,stage3
Faroe Islands,Faeroe Is.,1987,1980-1989,Incidence,4.69750363,22.90552655,27.60303018,1960-1989,Early,stage3
Faroe Islands,Faeroe Is.,1995,1990-1999,Incidence,5.849347189,32.15137121,38.0007184,1990-2019,Early,stage3
Faroe Islands,Faeroe Is.,2005,2000-2009,Incidence,9.64850795,29.82266653,39.47117448,1990-2019,Early,stage3
Faroe Islands,Faeroe Is.,2012,2010-2019,Incidence,9.404192728,61.15571232,70.55990505,1990-2019,Early,stage3
Faroe Islands,Faeroe Is.,2018,2010-2019,Incidence,9.979593452,69.85715416,79.83674762,1990-2019,Early,stage3
Finland,Finland,1967,1960-1969,Incidence,,4.859806567,,1960-1989,Early,stage2
Finland,Helsinki,1975,1970-1979,Incidence,0.91503268,,,1960-1989,Early,stage2
Finland,Helsinki,1976,1970-1979,Incidence,1.437908497,,,1960-1989,Early,stage2
Finland,Helsinki,1977,1970-1979,Incidence,1.830065359,,,1960-1989,Early,stage2
Finland,Helsinki,1978,1970-1979,Incidence,0.784313725,,,1960-1989,Early,stage2
Finland,Helsinki,1979,1970-1979,Incidence,1.437908497,,,1960-1989,Early,stage2
Finland,Helsinki,1980,1980-1989,Incidence,2.222222222,,,1960-1989,Early,stage2
Finland,Helsinki,1981,1980-1989,Incidence,3.529411765,,,1960-1989,Early,stage2
Finland,Helsinki,1982,1980-1989,Incidence,3.790849673,,,1960-1989,Early,stage2
Finland,Helsinki,1983,1980-1989,Incidence,3.267973856,,,1960-1989,Early,stage2
Finland,Helsinki,1984,1980-1989,Incidence,2.875816993,,,1960-1989,Early,stage2
Finland,Helsinki,1985,1980-1989,Incidence,3.137254902,,,1960-1989,Early,stage2
Finland,Finland,1993,1990-1999,Prevalence,38.3494401,177.7087422,216.0581823,1990-2019,Early,stage3
Finland,Finland,2000,2000-2009,Incidence,7.5,20.4,27.9,1990-2019,Early,stage3
Finland,Finland,2001,2000-2009,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2002,2000-2009,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2003,2000-2009,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2004,2000-2009,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2005,2000-2009,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2006,2000-2009,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2007,2000-2009,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2008,2000-2009,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2009,2000-2009,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2010,2010-2019,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2011,2010-2019,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2012,2010-2019,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2013,2010-2019,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2014,2010-2019,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2015,2010-2019,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2016,2010-2019,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2017,2010-2019,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2018,2010-2019,Incidence,,,,1990-2019,Early,stage3
Finland,Finland,2019,2010-2019,Incidence,,,,1990-2019,Early,stage3
France,Hauts-de-France,1988,1980-1989,Incidence,6.087912088,4.474725275,10.56263736,1960-1989,Early,stage2
France,"Nord, Pas-de-Calais, Somme and Seine-Maritime",1988,1980-1989,Incidence,5.3,4.4,9.7,1960-1989,Early,stage2
France,Hauts-de-France,1989,1980-1989,Incidence,4.977047614,3.441104137,8.41815175,1960-1989,Early,stage2
France,"Nord, Pas-de-Calais, Somme and Seine-Maritime",1989,1980-1989,Incidence,5.021642613,3.928767594,8.950410206,1960-1989,Early,stage2
France,"Nord, Pas-de-Calais, Somme and Seine-Maritime",1992,1990-1999,Incidence,5.876408438,4.408698536,10.28510697,1990-2019,Early,stage2
France,Puy-de-Dome,1994,1990-1999,Incidence,6.599955054,2.411375906,9.01133096,1990-2019,Early,stage2
France,"Nord, Pas-de-Calais, Somme and Seine-Maritime",1994,1990-1999,Incidence,5.775238151,4.393671087,10.16890924,1990-2019,Early,stage2
France,Brittany,1995,1990-1999,Incidence,3.613712788,3.648968523,7.262681311,1990-2019,Early,stage2
France,"Nord, Pas-de-Calais, Somme and Seine-Maritime",1995,1990-1999,Incidence,6.122460673,3.998585212,10.12104589,1990-2019,Early,stage2
France,Brittany,1996,1990-1999,Incidence,2.904527905,,,1990-2019,Early,stage2
France,"Nord, Pas-de-Calais, Somme and Seine-Maritime",1998,1990-1999,Incidence,6.913139144,3.834524123,10.74766327,1990-2019,Early,stage2
France,"Nord, Pas-de-Calais, Somme and Seine-Maritime",1999,1990-1999,Incidence,,,,1990-2019,Early,stage2
France,France,2001,2000-2009,Incidence,8.011945492,7.013930095,15.02587559,1990-2019,Early,stage3
France,"Nord, Pas-de-Calais, Somme and Seine-Maritime",2001,2000-2009,Incidence,7.05,3.8,10.85,1990-2019,Early,stage3
France,Corsica,2003,2000-2009,Incidence,3.843256622,9.800304386,13.64356101,1990-2019,Early,stage3
France,"Nord, Pas-de-Calais, Somme and Seine-Maritime",2004,2000-2009,Incidence,7.1,4.3,11.4,1990-2019,Early,stage3
France,"Nord, Pas-de-Calais, Somme and Seine-Maritime",2007,2000-2009,Incidence,6.7,3.4,10.1,1990-2019,Early,stage3
France,"Nord, Pas-de-Calais, Somme and Seine-Maritime",2008,2000-2009,Incidence,7.6,4.4,12,1990-2019,Early,stage3
France,France,2008,2000-2009,Prevalence,103,84,187,1990-2019,Early,stage3
France,France,2009,2000-2009,Prevalence,128.8395989,145.9052229,274.7448218,1990-2019,Early,stage3
France,France,2009,2000-2009,Incidence,12.70061902,12.83563749,25.5362565,1990-2019,Early,stage3
France,France,2010,2010-2019,Incidence,12.32162055,12.66266068,24.98428123,1990-2019,Early,stage3
France,France,2011,2010-2019,Incidence,12.35325002,12.65553469,25.00878471,1990-2019,Early,stage3
France,France,2012,2010-2019,Incidence,12.54199558,12.31824988,24.86024546,1990-2019,Early,stage3
France,France,2013,2010-2019,Prevalence,174.0952034,191.097449,365.1926524,1990-2019,Early,stage3
France,France,2013,2010-2019,Incidence,11.15223489,11.03746061,22.1896955,1990-2019,Early,stage3
France,France,2014,2010-2019,Prevalence,201.7015625,,,1990-2019,Early,stage3
France,France,2018,2010-2019,Prevalence,153,126,279,1990-2019,Early,stage3
Germany,Marburg,1962,1960-1969,Incidence,,4,,1960-1989,Early,stage2
Germany,Marburg,1963,1960-1969,Incidence,,4.6,,1960-1989,Early,stage2
Germany,Marburg,1964,1960-1969,Incidence,0.656874852,5.254998818,5.91187367,1960-1989,Early,stage2
Germany,Marburg,1965,1960-1969,Incidence,0.6,4.5,5.1,1960-1989,Early,stage2
Germany,Marburg,1966,1960-1969,Incidence,0.6,5.7,6.3,1960-1989,Early,stage2
Germany,Marburg,1967,1960-1969,Incidence,1.9,6.9,8.8,1960-1989,Early,stage2
Germany,Marburg,1968,1960-1969,Incidence,2.5,6.3,8.8,1960-1989,Early,stage2
Germany,Marburg,1969,1960-1969,Incidence,2.459933828,5.534851113,7.99478494,1960-1989,Early,stage2
Germany,Marburg,1970,1970-1979,Incidence,3,4.8,7.8,1960-1989,Early,stage2
Germany,Tubingen,1970,1970-1979,Incidence,1.2,0.6,1.8,1960-1989,Early,stage2
Germany,Marburg,1971,1970-1979,Incidence,5.5,4.2,9.7,1960-1989,Early,stage2
Germany,Tubingen,1971,1970-1979,Incidence,0.8,0.6,1.4,1960-1989,Early,stage2
Germany,Marburg,1972,1970-1979,Incidence,6.5,4.8,11.3,1960-1989,Early,stage2
Germany,Tubingen,1972,1970-1979,Incidence,1.1,0.8,1.9,1960-1989,Early,stage2
Germany,Marburg,1973,1970-1979,Prevalence,,48.8,,1960-1989,Early,stage2
Germany,Marburg,1973,1970-1979,Incidence,3.5,4.2,7.7,1960-1989,Early,stage2
Germany,Tubingen,1973,1970-1979,Incidence,1.4,1,2.4,1960-1989,Early,stage2
Germany,Marburg,1974,1970-1979,Incidence,3.484017072,,,1960-1989,Early,stage2
Germany,Tubingen,1974,1970-1979,Incidence,2.2,0.9,3.1,1960-1989,Early,stage2
Germany,Marburg,1975,1970-1979,Prevalence,30.5,,,1960-1989,Early,stage2
Germany,Marburg,1975,1970-1979,Incidence,3.484017072,,,1960-1989,Early,stage2
Germany,Tubingen,1975,1970-1979,Incidence,1.8,0.9,2.7,1960-1989,Early,stage2
Germany,Tubingen,1976,1970-1979,Incidence,3,1.5,4.5,1960-1989,Early,stage2
Germany,Tubingen,1977,1970-1979,Incidence,4,1.2,5.2,1960-1989,Early,stage2
Germany,Tubingen,1978,1970-1979,Incidence,3.6,1.3,4.9,1960-1989,Early,stage2
Germany,Tubingen,1979,1970-1979,Incidence,4.2,1.6,5.8,1960-1989,Early,stage2
Germany,Tubingen,1980,1980-1989,Incidence,5.6,2,7.6,1960-1989,Early,stage2
Germany,Ruhr,1980,1980-1989,Incidence,,,,1960-1989,Early,stage2
Germany,"Essen, Mulheim, Duisburg and Oberhausen",1980,1980-1989,Incidence,3,,,1960-1989,Early,stage2
Germany,Tubingen,1981,1980-1989,Incidence,5,2,7,1960-1989,Early,stage2
Germany,Ruhr,1981,1980-1989,Incidence,,,,1960-1989,Early,stage2
Germany,"Essen, Mulheim, Duisburg and Oberhausen",1981,1980-1989,Incidence,4.8,,,1960-1989,Early,stage2
Germany,Tubingen,1982,1980-1989,Incidence,4.6,1.8,6.4,1960-1989,Early,stage2
Germany,Ruhr,1982,1980-1989,Incidence,,,,1960-1989,Early,stage2
Germany,"Essen, Mulheim, Duisburg and Oberhausen",1982,1980-1989,Incidence,3.8,,,1960-1989,Early,stage2
Germany,Western Ruhr,1982,1980-1989,Incidence,4.621493738,1.792541863,6.414035601,1960-1989,Early,stage2
Germany,Tubingen,1983,1980-1989,Incidence,4.4,1.4,5.8,1960-1989,Early,stage2
Germany,Ruhr,1983,1980-1989,Incidence,,,,1960-1989,Early,stage2
Germany,"Essen, Mulheim, Duisburg and Oberhausen",1983,1980-1989,Incidence,4.3,,,1960-1989,Early,stage2
Germany,Tubingen,1984,1980-1989,Incidence,4.1,1.7,5.8,1960-1989,Early,stage2
Germany,Tubingen,1984,1980-1989,Prevalence,54.6,24.8,79.4,1960-1989,Early,stage2
Germany,Ruhr,1984,1980-1989,Incidence,,,,1960-1989,Early,stage2
Germany,Ruhr,1984,1980-1989,Prevalence,,27.3,,1960-1989,Early,stage2
Germany,"Essen, Mulheim, Duisburg and Oberhausen",1984,1980-1989,Incidence,4,,,1960-1989,Early,stage2
Germany,"Essen, Mulheim, Duisburg and Oberhausen",1984,1980-1989,Prevalence,35.98731124,,,1960-1989,Early,stage2
Germany,Cologne,1986,1980-1989,Prevalence,30.67577763,,,1960-1989,Early,stage2
Germany,Cologne,1986,1980-1989,Incidence,5.094563775,,,1960-1989,Early,stage2
Germany,Western Ruhr,1993,1990-1999,Incidence,4.101493316,2.354355247,6.455848564,1990-2019,Early,stage2
Germany,Oberpfalz,2005,2000-2009,Incidence,5.142332415,3.611876339,8.754208754,1990-2019,Early,stage2
Germany,Germany,2019,2010-2019,Incidence,,36,,1990-2019,Early,stage3
Germany,Germany,2019,2010-2019,Prevalence,,529,,1990-2019,Early,stage3
Greece,Northwestern Greece,1981,1980-1989,Incidence,,,,1960-1989,Early,stage2
Greece,IOANNINA,1982,1980-1989,Incidence,,2.025022528,,1960-1989,Early,stage2
Greece,IOANNINA,1983,1980-1989,Incidence,,1.340895987,,1960-1989,Early,stage2
Greece,IOANNINA,1984,1980-1989,Incidence,,1.997848983,,1960-1989,Early,stage2
Greece,IOANNINA,1985,1980-1989,Incidence,,5.953601598,,1960-1989,Early,stage2
Greece,IOANNINA,1986,1980-1989,Incidence,,3.28565843,,1960-1989,Early,stage2
Greece,Northwestern Greece,1986,1980-1989,Incidence,3.1,0.5,3.6,1960-1989,Early,stage2
Greece,IOANNINA,1987,1980-1989,Incidence,,5.875287236,,1960-1989,Early,stage2
Greece,Northwestern Greece,1987,1980-1989,Incidence,0.392130751,3.571872485,3.964003236,1960-1989,Early,stage2
Greece,Northwestern Greece,1987,1980-1989,Prevalence,0.4,3.6,4,1960-1989,Early,stage2
Greece,IOANNINA,1988,1980-1989,Incidence,,3.891265083,,1960-1989,Early,stage2
Greece,IOANNINA,1989,1980-1989,Incidence,,5.154672388,,1960-1989,Early,stage2
Greece,Northwestern Greece,1989,1980-1989,Incidence,0.519987657,4.491525433,5.01151309,1960-1989,Early,stage2
Greece,Northwestern Greece,1989,1980-1989,Prevalence,0.5,4.5,5,1960-1989,Early,stage2
Greece,IOANNINA,1990,1990-1999,Incidence,,5.121425805,,1990-2019,Early,stage2
Greece,Heraklion Prefecture,1990,1990-1999,Incidence,1.887461968,5.284893509,7.172355477,1990-2019,Early,stage2
Greece,Trikala,1990,1990-1999,Incidence,,5.110950211,,1990-2019,Early,stage2
Greece,Northwestern Greece,1990,1990-1999,Incidence,0.587794649,4.798044694,5.385839343,1990-2019,Early,stage2
Greece,IOANNINA,1991,1990-1999,Incidence,,5.08860534,,1990-2019,Early,stage2
Greece,Heraklion Prefecture,1991,1990-1999,Incidence,3.019939148,6.41737069,9.437309838,1990-2019,Early,stage2
Greece,Trikala,1991,1990-1999,Incidence,,8.518250351,,1990-2019,Early,stage2
Greece,Northwestern Greece,1991,1990-1999,Incidence,,,,1990-2019,Early,stage2
Greece,Heraklion Prefecture,1992,1990-1999,Incidence,2.264954361,10.56978702,12.83474138,1990-2019,Early,stage2
Greece,Trikala,1992,1990-1999,Incidence,,13.62920056,,1990-2019,Early,stage2
Greece,Northwestern Greece,1992,1990-1999,Incidence,3.6,0.9,4.5,1990-2019,Early,stage2
Greece,Heraklion Prefecture,1993,1990-1999,Incidence,3.019939148,10.56978702,13.58972617,1990-2019,Early,stage2
Greece,Trikala,1993,1990-1999,Incidence,,11.07372546,,1990-2019,Early,stage2
Greece,Heraklion Prefecture,1994,1990-1999,Incidence,3.774923935,11.32477181,15.09969574,1990-2019,Early,stage2
Greece,Trikala,1994,1990-1999,Incidence,,17.88832574,,1990-2019,Early,stage2
Greece,Northwestern Greece,1994,1990-1999,Incidence,0.94687226,3.084098218,4.030970478,1990-2019,Early,stage2
Greece,Northwestern Greece,1995,1990-1999,Incidence,0.89474711,6.644498265,7.539245374,1990-2019,Early,stage2
Greece,Northwestern Greece,1995,1990-1999,Prevalence,0.9,6.6,7.5,1990-2019,Early,stage2
Greece,Northwestern Greece,1998,1990-1999,Incidence,3.8,1.2,5,1990-2019,Early,stage2
Greece,Northwestern Greece,2003,2000-2009,Incidence,3.9,2.2,6.1,1990-2019,Early,stage2
Iceland,Iceland,1950,1950-1959,Incidence,,7.710694734,,1930-1959,Early,stage2
Iceland,Iceland,1950,1950-1959,Prevalence,,8.4,,1930-1959,Early,stage2
Iceland,Iceland,1952,1950-1959,Incidence,0.7,2.013124693,2.713124693,1930-1959,Early,stage2
Iceland,Iceland,1954,1950-1959,Prevalence,,15.5,,1930-1959,Early,stage2
Iceland,Iceland,1955,1950-1959,Incidence,2.8,0.4,3.2,1930-1959,Early,stage2
Iceland,Iceland,1957,1950-1959,Incidence,0.3,3.670375094,3.970375094,1930-1959,Early,stage2
Iceland,Iceland,1959,1950-1959,Prevalence,3,30.85,33.85,1930-1959,Early,stage2
Iceland,Iceland,1962,1960-1969,Incidence,0.3,4.609473784,4.909473784,1960-1989,Early,stage2
Iceland,Iceland,1964,1960-1969,Prevalence,,48.2,,1960-1989,Early,stage2
Iceland,Iceland,1965,1960-1969,Incidence,4.7,0.45,5.15,1960-1989,Early,stage2
Iceland,Iceland,1967,1960-1969,Incidence,0.7,4.631836565,5.331836565,1960-1989,Early,stage2
Iceland,Iceland,1969,1960-1969,Prevalence,5,62.8,67.8,1960-1989,Early,stage2
Iceland,Iceland,1972,1970-1979,Incidence,0.75,5.346331117,6.096331117,1960-1989,Early,stage2
Iceland,Iceland,1974,1970-1979,Prevalence,,80.3,,1960-1989,Early,stage2
Iceland,Iceland,1975,1970-1979,Incidence,7.4,0.9,8.3,1960-1989,Early,stage2
Iceland,Iceland,1977,1970-1979,Incidence,1,9.880723991,10.88072399,1960-1989,Early,stage2
Iceland,Iceland,1979,1970-1979,Prevalence,10,122.1,132.1,1960-1989,Early,stage2
Iceland,Iceland,1982,1980-1989,Incidence,2.7,10.85,13.55,1960-1989,Early,stage3
Iceland,Iceland,1985,1980-1989,Incidence,3.122190029,11.73943451,14.86162454,1960-1989,Early,stage3
Iceland,Iceland,1987,1980-1989,Incidence,3.5,12.7,16.2,1960-1989,Early,stage3
Iceland,Iceland,1990,1990-1999,Incidence,3.528802873,13.72312228,17.25192516,1990-2019,Early,stage3
Iceland,Iceland,1991,1990-1999,Incidence,3.493571828,14.75063661,18.24420843,1990-2019,Early,stage3
Iceland,Iceland,1992,1990-1999,Incidence,8.456497088,18.06615287,26.52264996,1990-2019,Early,stage3
Iceland,Iceland,1993,1990-1999,Incidence,6.472491909,19.03674091,25.50923282,1990-2019,Early,stage3
Iceland,Iceland,1994,1990-1999,Incidence,5.657388549,16.97216565,22.6295542,1990-2019,Early,stage3
Iceland,Iceland,1997,1990-1999,Incidence,6.67330575,18.03992543,24.71323119,1990-2019,Early,stage3
Iceland,Iceland,2002,2000-2009,Incidence,6.023526775,20.66209766,26.68562443,1990-2019,Early,stage3
Iceland,Iceland,2007,2000-2009,Incidence,6.680656748,22.46534573,29.14600248,1990-2019,Early,stage3
Italy,Bologna,1972,1970-1979,Incidence,0.498440504,2.118372143,2.616812647,1960-1989,Early,stage2
Italy,Bologna,1973,1970-1979,Incidence,0.996881009,1.619931639,2.616812647,1960-1989,Early,stage2
Italy,Florence,1978,1970-1979,Incidence,0.73,2.45,3.18,1960-1989,Early,stage2
Italy,Florence,1979,1970-1979,Incidence,1.74,2.64,4.38,1960-1989,Early,stage2
Italy,Florence,1980,1980-1989,Incidence,1.68,3.19,4.87,1960-1989,Early,stage2
Italy,Florence,1981,1980-1989,Incidence,1.65,5.49,7.14,1960-1989,Early,stage2
Italy,Florence,1982,1980-1989,Incidence,0.97,5.6,6.57,1960-1989,Early,stage2
Italy,Florence,1983,1980-1989,Incidence,1.41,6.78,8.19,1960-1989,Early,stage2
Italy,Florence,1984,1980-1989,Incidence,2.27,9.05,11.32,1960-1989,Early,stage2
Italy,Florence,1985,1980-1989,Incidence,3.05,8.78,11.83,1960-1989,Early,stage2
Italy,Florence,1986,1980-1989,Incidence,2.3,7.74,10.04,1960-1989,Early,stage2
Italy,Palermo,1987,1980-1989,Incidence,2.811083422,,,1960-1989,Early,stage2
Italy,Florence,1987,1980-1989,Prevalence,16.61538462,47.69230769,64.30769231,1960-1989,Early,stage2
Italy,Florence,1987,1980-1989,Incidence,2.27,8.06,10.33,1960-1989,Early,stage2
Italy,Palermo,1988,1980-1989,Incidence,2.4,,,1960-1989,Early,stage2
Italy,Bologna,1988,1980-1989,Incidence,2.627939142,5.048409405,7.676348548,1960-1989,Early,stage2
Italy,Florence,1988,1980-1989,Incidence,2.7,10.2,12.9,1960-1989,Early,stage2
Italy,Palermo,1989,1980-1989,Incidence,2.99,,,1960-1989,Early,stage2
Italy,Lombardia,1990,1990-1999,Incidence,4.426586761,6.810133479,11.23672024,1990-2019,Early,stage2
Italy,Lombardia,1991,1990-1999,Incidence,3.405066739,5.788613457,9.193680196,1990-2019,Early,stage2
Italy,Italy,1991,1990-1999,Incidence,2.327898076,5.337387931,7.665286006,1990-2019,Early,stage2
Italy,Florence,1991,1990-1999,Incidence,3.4,9.6,13,1990-2019,Early,stage2
Italy,Lombardia,1992,1990-1999,Incidence,3.064560065,8.853173522,11.91773359,1990-2019,Early,stage2
Italy,Florence,1992,1990-1999,Prevalence,39.27272727,118.7272727,158,1990-2019,Early,stage2
Italy,Lombardia,1993,1990-1999,Incidence,2.724053391,7.491146826,10.21520022,1990-2019,Early,stage2
Italy,Forli,1994,1990-1999,Incidence,4.8,13.2,18,1990-2019,Early,stage2
Italy,Forli,1997,1990-1999,Incidence,6.3,14.1,20.4,1990-2019,Early,stage3
Italy,Forli,2000,2000-2009,Incidence,8.6,14.6,23.2,1990-2019,Early,stage3
Italy,Forli,2003,2000-2009,Incidence,8.7,14.5,23.2,1990-2019,Early,stage3
Italy,Forli,2006,2000-2009,Incidence,6.3,13.4,19.7,1990-2019,Early,stage3
Italy,Barletta-Andria-Trani Province,2009,2000-2009,Prevalence,20.10638298,31.95744681,52.06382979,1990-2019,Early,stage3
Italy,Barletta-Andria-Trani Province,2009,2000-2009,Incidence,3.095744681,4.127659574,7.223404255,1990-2019,Early,stage3
Italy,Forli,2009,2000-2009,Incidence,4.4,15.1,19.5,1990-2019,Early,stage3
Italy,Sardinia,2009,2000-2009,Incidence,5,10,15,1990-2019,Early,stage3
Italy,Barletta-Andria-Trani Province,2010,2010-2019,Prevalence,8.510638298,26.59574468,35.10638298,1990-2019,Early,stage3
Italy,Barletta-Andria-Trani Province,2010,2010-2019,Incidence,6.382978723,4.255319149,10.63829787,1990-2019,Early,stage3
Italy,Sardinia,2010,2010-2019,Prevalence,63,124,187,1990-2019,Early,stage3
Italy,Milan,2010,2010-2019,Incidence,7.698006,13.96199,21.659996,1990-2019,Early,stage3
Italy,Milan,2010,2010-2019,Prevalence,106.72,175.16,281.88,1990-2019,Early,stage3
Italy,Barletta-Andria-Trani Province,2011,2010-2019,Incidence,4.255319149,7.446808511,11.70212766,1990-2019,Early,stage3
Italy,Barletta-Andria-Trani Province,2011,2010-2019,Prevalence,9.574468085,22.34042553,31.91489362,1990-2019,Early,stage3
Italy,Milan,2011,2010-2019,Prevalence,114.84,189.08,303.92,1990-2019,Early,stage3
Italy,Milan,2011,2010-2019,Incidence,9.213675,16.66667,25.880345,1990-2019,Early,stage3
Italy,Barletta-Andria-Trani Province,2012,2010-2019,Prevalence,13.91489362,33.5212766,47.43617021,1990-2019,Early,stage3
Italy,Barletta-Andria-Trani Province,2012,2010-2019,Incidence,6.191489362,12.88297872,19.07446809,1990-2019,Early,stage3
Italy,Forli,2012,2010-2019,Incidence,3.8,13.7,17.5,1990-2019,Early,stage3
Italy,Milan,2012,2010-2019,Prevalence,128.76,216.92,345.68,1990-2019,Early,stage3
Italy,Milan,2012,2010-2019,Incidence,8.415954,17.47076,25.886714,1990-2019,Early,stage3
Italy,Forli,2013,2010-2019,Prevalence,109.2,266.4,375.6,1990-2019,Early,stage3
Italy,Sicily,2013,2010-2019,Incidence,,,,1990-2019,Early,stage3
Italy,Sicily,2013,2010-2019,Prevalence,,,,1990-2019,Early,stage3
Italy,Milan,2013,2010-2019,Prevalence,139.2,230.84,370.04,1990-2019,Early,stage3
Italy,Milan,2013,2010-2019,Incidence,10.76923,16.15497,26.9242,1990-2019,Early,stage3
Italy,Milan,2014,2010-2019,Prevalence,143.84,237.8,381.64,1990-2019,Early,stage3
Italy,Milan,2014,2010-2019,Incidence,9.57265,16.22807,25.80072,1990-2019,Early,stage3
Italy,Milan,2015,2010-2019,Prevalence,149.64,247.08,396.72,1990-2019,Early,stage3
Italy,Milan,2015,2010-2019,Incidence,9.692308,16.30117,25.993478,1990-2019,Early,stage3
Italy,Milan,2016,2010-2019,Prevalence,157.76,258.68,416.44,1990-2019,Early,stage3
Italy,Milan,2016,2010-2019,Incidence,9.333333,16.08187,25.415203,1990-2019,Early,stage3
Italy,Milan,2017,2010-2019,Incidence,9.333333,14.83918,24.172513,1990-2019,Early,stage3
Italy,Milan,2017,2010-2019,Prevalence,164.72,267.96,432.68,1990-2019,Early,stage3
Italy,Milan,2018,2010-2019,Prevalence,166.9885714,273.1914286,440.18,1990-2019,Early,stage3
Italy,Milan,2018,2010-2019,Incidence,9.333333,14.47368,23.807013,1990-2019,Early,stage3
Malta,Malta,1993,1990-1999,Incidence,,,,1990-2019,Early,stage2
Malta,Malta,1994,1990-1999,Incidence,,,,1990-2019,Early,stage2
Malta,Malta,1995,1990-1999,Incidence,,,,1990-2019,Early,stage2
Malta,Malta,1996,1990-1999,Incidence,,,,1990-2019,Early,stage2
Malta,Malta,1997,1990-1999,Incidence,,,,1990-2019,Early,stage2
Malta,Malta,1998,1990-1999,Incidence,,,,1990-2019,Early,stage2
Malta,Malta,1999,1990-1999,Incidence,,,,1990-2019,Early,stage2
Malta,Malta,2000,2000-2009,Incidence,,,,1990-2019,Early,stage2
Malta,Malta,2001,2000-2009,Incidence,,,,1990-2019,Early,stage2
Malta,Malta,2002,2000-2009,Incidence,,,,1990-2019,Early,stage2
Malta,Malta,2003,2000-2009,Incidence,,,,1990-2019,Early,stage2
Malta,Malta,2004,2000-2009,Incidence,,,,1990-2019,Early,stage2
Malta,Malta,2005,2000-2009,Incidence,,,,1990-2019,Early,stage2
Netherlands,Leiden Region,1979,1970-1979,Incidence,3.699901028,,,1960-1989,Early,stage2
Netherlands,Leiden Region,1980,1980-1989,Incidence,5.040322581,,,1960-1989,Early,stage2
Netherlands,Leiden Region,1981,1980-1989,Incidence,3.181015698,,,1960-1989,Early,stage2
Netherlands,Leiden Region,1982,1980-1989,Incidence,4.740096021,,,1960-1989,Early,stage2
Netherlands,Leiden Region,1983,1980-1989,Incidence,2.684491691,,,1960-1989,Early,stage2
Netherlands,Leiden Region,1983,1980-1989,Prevalence,47.74734832,58.43365961,106.1810079,1960-1989,Early,stage2
Netherlands,South Limburg,1991,1990-1999,Incidence,6.2,10,16.2,1990-2019,Early,stage3
Netherlands,South Limburg,1992,1990-1999,Incidence,8.9,12.8,21.7,1990-2019,Early,stage3
Netherlands,South Limburg,1993,1990-1999,Incidence,6.8,9.2,16,1990-2019,Early,stage3
Netherlands,South Limburg,1994,1990-1999,Incidence,5.6,7.9,13.5,1990-2019,Early,stage3
Netherlands,South Limburg,1995,1990-1999,Incidence,,,,1990-2019,Early,stage3
Netherlands,South Limburg,1996,1990-1999,Incidence,,,,1990-2019,Early,stage3
Netherlands,South Limburg,1997,1990-1999,Incidence,,,,1990-2019,Early,stage3
Netherlands,South Limburg,1998,1990-1999,Incidence,,,,1990-2019,Early,stage3
Netherlands,South Limburg,1999,1990-1999,Incidence,,,,1990-2019,Early,stage3
Netherlands,South Limburg,2000,2000-2009,Incidence,,,,1990-2019,Early,stage3
Netherlands,South Limburg,2001,2000-2009,Incidence,,,,1990-2019,Early,stage3
